genus,species,accession,phenotype,antibiotic,measurement_value,assign_phenotype,recategorized_MIC
Campylobacter,jejuni,SRR3148216,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3148242,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3148243,Susceptible,TET,0.25,Susceptible,0.25
Campylobacter,jejuni,SRR3148303,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3148313,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3148323,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3148332,Susceptible,TET,0.25,Susceptible,0.25
Acinetobacter,baumannii,SRR3151888,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3151889,Susceptible,CAZ,2.0,Susceptible,2.0
Acinetobacter,baumannii,SRR3151890,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3152492,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3152495,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3152496,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3152497,Susceptible,CAZ,2.0,Susceptible,2.0
Acinetobacter,baumannii,SRR3152498,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3152499,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3152500,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3152502,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3152503,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3152504,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3152506,Susceptible,CAZ,2.0,Susceptible,2.0
Acinetobacter,baumannii,SRR3152507,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3152508,Susceptible,CAZ,4.0,Susceptible,4.0
Salmonella,enterica,SRR3156383,Resistant,GEN,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3159147,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3159150,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3159151,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3159153,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3159154,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3159159,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3159160,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3159162,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3159163,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3159167,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3159168,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3159169,Intermediate,CAZ,16.0,Resistant,16.0
Escherichia,coli,SRR3168634,Resistant,GEN,16.0,Resistant,16.0
Staphylococcus,aureus,SRR3168638,Susceptible,ERY,0.25,Susceptible,0.25
Acinetobacter,baumannii,SRR3168639,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3168640,Resistant,CAZ,64.0,Resistant,64.0
Escherichia,coli,SRR3168641,Resistant,GEN,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3168642,Resistant,CAZ,64.0,Resistant,64.0
Escherichia,coli,SRR3168643,Susceptible,GEN,1.0,Susceptible,1.0
Acinetobacter,baumannii,SRR3168648,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170230,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170231,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170232,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170234,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170235,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170236,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3170237,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170240,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170241,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170242,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3170244,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3170246,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3170254,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3170256,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3170260,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3170261,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3170262,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3170264,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3170266,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3170267,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3170587,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3170588,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3170590,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170591,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170592,Resistant,CAZ,32.0,Resistant,32.0
Acinetobacter,baumannii,SRR3170594,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170595,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170596,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170598,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170599,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170600,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170601,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170602,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170603,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3170604,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170605,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170606,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170608,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170610,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3170733,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170734,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170735,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170737,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170739,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170740,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170768,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170770,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170771,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170774,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3170775,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170776,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3170777,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170778,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170779,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3170780,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3170781,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3170783,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3170785,Susceptible,CAZ,2.0,Susceptible,2.0
Acinetobacter,baumannii,SRR3170786,Resistant,CAZ,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3170788,Susceptible,CAZ,8.0,Susceptible,8.0
Campylobacter,jejuni,SRR3171747,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3171748,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3171750,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3171757,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3171758,Susceptible,TET,0.06,Susceptible,0.06
Campylobacter,jejuni,SRR3171761,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3171764,Resistant,TET,64.0,Resistant,64.0
Salmonella,enterica,SRR3173688,Susceptible,GEN,0.25,Susceptible,0.25
Salmonella,enterica,SRR3173704,Susceptible,GEN,0.25,Susceptible,0.25
Salmonella,enterica,SRR3180038,Intermediate,GEN,4.0,Susceptible,4.0
Salmonella,enterica,SRR3182556,Resistant,GEN,16.0,Resistant,16.0
Campylobacter,jejuni,SRR3183448,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183449,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183451,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183453,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183457,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183458,Susceptible,TET,0.25,Susceptible,0.25
Campylobacter,jejuni,SRR3183459,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183462,Susceptible,TET,0.06,Susceptible,0.06
Campylobacter,jejuni,SRR3183463,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183467,Susceptible,TET,0.25,Susceptible,0.25
Campylobacter,jejuni,SRR3183468,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183471,Susceptible,TET,1.0,Susceptible,1.0
Campylobacter,jejuni,SRR3183472,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183476,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183477,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183478,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183479,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183481,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3183482,Resistant,TET,32.0,Resistant,32.0
Campylobacter,jejuni,SRR3183483,Resistant,TET,64.0,Resistant,64.0
Salmonella,enterica,SRR3184114,Resistant,GEN,16.0,Resistant,16.0
Salmonella,enterica,SRR3184159,Resistant,GEN,8.0,Resistant,8.0
Salmonella,enterica,SRR3184167,Resistant,GEN,16.0,Resistant,16.0
Campylobacter,jejuni,SRR3185255,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3185256,Susceptible,TET,0.06,Susceptible,0.06
Campylobacter,jejuni,SRR3185258,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3185260,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3185263,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3185902,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3185903,Susceptible,TET,0.06,Susceptible,0.06
Campylobacter,jejuni,SRR3185904,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3185905,Susceptible,TET,0.5,Susceptible,0.5
Campylobacter,jejuni,SRR3185979,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3185980,Susceptible,TET,0.25,Susceptible,0.25
Campylobacter,jejuni,SRR3185981,Resistant,TET,64.0,Resistant,64.0
Salmonella,enterica,SRR3188261,Susceptible,GEN,0.25,Susceptible,0.25
Salmonella,enterica,SRR3191434,Susceptible,GEN,0.5,Susceptible,0.5
Salmonella,enterica,SRR3191437,Susceptible,GEN,0.5,Susceptible,0.5
Campylobacter,jejuni,SRR3194380,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3194381,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3194383,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3196126,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3196127,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3196128,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3196129,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3196130,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3196132,Resistant,TET,16.0,Resistant,16.0
Campylobacter,jejuni,SRR3196133,Susceptible,TET,0.5,Susceptible,0.5
Campylobacter,jejuni,SRR3196134,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3196135,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3196141,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3196142,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3196143,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3196446,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3196679,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3196683,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3196686,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3196687,Resistant,TET,64.0,Resistant,64.0
Acinetobacter,baumannii,SRR3197175,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3197589,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3197590,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3197591,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3197595,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3197603,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3197606,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3197607,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3197608,Intermediate,CAZ,16.0,Resistant,16.0
Salmonella,enterica,SRR3198626,Susceptible,GEN,0.5,Susceptible,0.5
Campylobacter,jejuni,SRR3199489,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3199584,Susceptible,TET,0.06,Susceptible,0.06
Campylobacter,jejuni,SRR3199585,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3201098,Resistant,TET,32.0,Resistant,32.0
Campylobacter,jejuni,SRR3201099,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3201100,Susceptible,TET,0.25,Susceptible,0.25
Campylobacter,jejuni,SRR3201101,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3201102,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3201105,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3201106,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3201107,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3201108,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3201110,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3201111,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3201112,Susceptible,TET,0.25,Susceptible,0.25
Campylobacter,jejuni,SRR3201116,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3201117,Susceptible,TET,2.0,Susceptible,2.0
Campylobacter,jejuni,SRR3201119,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3201120,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3201121,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3201123,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3201124,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3201125,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3209757,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3209758,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3209759,Susceptible,TET,0.06,Susceptible,0.06
Campylobacter,jejuni,SRR3209760,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3209763,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3209766,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3209797,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3209814,Resistant,TET,64.0,Resistant,64.0
Salmonella,enterica,SRR3210384,Susceptible,GEN,1.0,Susceptible,1.0
Campylobacter,jejuni,SRR3214702,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3214704,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3214705,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3214706,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3214707,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3214710,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3214711,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3214714,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3215109,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3215111,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3215112,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3215113,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3215116,Susceptible,TET,0.06,Susceptible,0.06
Campylobacter,jejuni,SRR3215117,Susceptible,TET,0.12,Susceptible,0.12
Campylobacter,jejuni,SRR3215118,Susceptible,TET,0.25,Susceptible,0.25
Campylobacter,jejuni,SRR3215120,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3215121,Susceptible,TET,0.25,Susceptible,0.25
Campylobacter,jejuni,SRR3215125,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3215127,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3215128,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3215131,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3215132,Resistant,TET,64.0,Resistant,64.0
Campylobacter,jejuni,SRR3215134,Susceptible,TET,0.06,Susceptible,0.06
Acinetobacter,baumannii,SRR3216437,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3217267,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3217272,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3217324,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3217328,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3217329,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3217390,Susceptible,CAZ,2.0,Susceptible,2.0
Acinetobacter,baumannii,SRR3217394,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3217399,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3217405,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3217406,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3217407,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3218383,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3218389,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3218394,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3218397,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3218399,Susceptible,CAZ,8.0,Susceptible,8.0
Salmonella,enterica,SRR3219142,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,SRR3219831,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,SRR3219834,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,SRR3219835,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR3221668,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,SRR3221676,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,SRR3221942,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,SRR3222075,Susceptible,GEN,0.25,Susceptible,0.25
Klebsiella,pneumoniae,SRR3222121,Susceptible,GEN,0.25,Susceptible,0.25
Escherichia,coli,SRR3222296,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,SRR3222390,Susceptible,GEN,0.5,Susceptible,0.5
Klebsiella,pneumoniae,SRR3222406,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,SRR3222408,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR3222424,Intermediate,GEN,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3222486,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3222487,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3222489,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3222491,Susceptible,CAZ,8.0,Susceptible,8.0
Salmonella,enterica,SRR3223097,Resistant,GEN,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223161,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3223164,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3223165,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3223167,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223170,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223172,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223173,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223469,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223470,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3223472,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223479,Susceptible,CAZ,2.0,Susceptible,2.0
Acinetobacter,baumannii,SRR3223481,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3223482,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3223485,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223552,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223554,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223557,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223558,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223560,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223562,Intermediate,CAZ,16.0,Resistant,16.0
Salmonella,enterica,SRR3223751,Resistant,GEN,16.0,Resistant,16.0
Salmonella,enterica,SRR3223752,Intermediate,GEN,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3223911,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223912,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223913,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3223915,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223919,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223920,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3223924,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3224230,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3224233,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3224234,Susceptible,CAZ,2.0,Susceptible,2.0
Acinetobacter,baumannii,SRR3224235,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3224236,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3224237,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3224240,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3224796,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3224798,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3224801,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3224803,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3224808,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3224984,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3224988,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3224989,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3224993,Susceptible,CAZ,8.0,Susceptible,8.0
Acinetobacter,baumannii,SRR3224994,Susceptible,CAZ,2.0,Susceptible,2.0
Acinetobacter,baumannii,SRR3224996,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3225003,Intermediate,CAZ,16.0,Resistant,16.0
Acinetobacter,baumannii,SRR3225042,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3225043,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3225044,Susceptible,CAZ,4.0,Susceptible,4.0
Acinetobacter,baumannii,SRR3225046,Susceptible,CAZ,2.0,Susceptible,2.0
Acinetobacter,baumannii,SRR3225048,Susceptible,CAZ,4.0,Susceptible,4.0
