genus	species	accession	genome	ani	new_genus	phenotype	antibiotic	measurement_sign	measurement_value	measurement_unit	laboratory_typing_method	laboratory_typing_platform	testing_standard	testing_standard_year	publication	isolation_source	isolation_country	collection_date	scientific_name_CAMDA	scientific_name_NCBI	scientific_name_Antibiogram	status	status_reference
Acinetobacter	baumannii	SRR3170604	ENA_SAMN04488285	0.981	Acinetobacter	Resistant	CAZ	NA	64	mg/L	Broth dilution	VITEK 2	CLSI	2013	NA	Blood	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3131240	ENA_SAMN04446535	0.982	Acinetobacter	Resistant	CAZ	NA	64	mg/L	Broth dilution	VITEK 2	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR4417577	ENA_SAMN04901678	0.983	Acinetobacter	Resistant	CAZ	NA	64	mg/L	Broth dilution	NA	CLSI	2013	NA	NA	NA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3170235	ENA_SAMN04485913	0.984	Acinetobacter	Resistant	CAZ	NA	64	mg/L	Broth dilution	VITEK 2	CLSI	2013	NA	Wound	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3159163	ENA_SAMN04482448	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3159163	ENA_SAMN04482448	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	VITEK 2	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3242044	ENA_SAMN04568513	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	STERILE BODY SITE	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3133091	ENA_SAMN04447706	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Sterile Fluid	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3133091	ENA_SAMN04447706	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	MicroScan	CLSI	2013	NA	Sterile Fluid	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3197608	ENA_SAMN04525207	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3227004	ENA_SAMN04555190	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3170266	ENA_SAMN04487147	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	MicroScan	CLSI	2013	NA	Respiratory	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3133093	ENA_SAMN04447708	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	VITEK 2	CLSI	2013	NA	Sterile Body Site	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3133093	ENA_SAMN04447708	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	MicroScan	CLSI	2013	NA	Sterile Body Site	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3151890	ENA_SAMN04479997	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Wound	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3197607	ENA_SAMN04525206	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Sterile Body Site	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3159162	ENA_SAMN04482447	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Respiratory	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3159162	ENA_SAMN04482447	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	MicroScan	CLSI	2013	NA	Respiratory	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3227002	ENA_SAMN04555188	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	RESPIRATORY	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3131148	ENA_SAMN04446442	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3217407	ENA_SAMN04515809	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3223173	ENA_SAMN04547100	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	STERILE BODY SITE	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3223472	ENA_SAMN04549262	0.981	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3170264	ENA_SAMN04487145	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Blood	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR2911739	ENA_SAMN04229824	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	MicroScan	CLSI	2013	25824815	perineum	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3133101	ENA_SAMN04447716	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3170588	ENA_SAMN04488269	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Wound	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3159153	ENA_SAMN04482438	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Sterile Fluid	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3224233	ENA_SAMN04549552	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3224984	ENA_SAMN04549866	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	RESPIRATORY	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3228563	ENA_SAMN04555509	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3225003	ENA_SAMN04549885	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3223558	ENA_SAMN04549308	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	BLOOD	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3131149	ENA_SAMN04446443	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Wound	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3131149	ENA_SAMN04446443	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	VITEK 2	CLSI	2013	NA	Wound	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3217399	ENA_SAMN04515801	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3224803	ENA_SAMN04549834	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3227008	ENA_SAMN04555194	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	TISSUE	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3228575	ENA_SAMN04555521	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	URINE	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3159169	ENA_SAMN04482454	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Sterile Body Site	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3197595	ENA_SAMN04525195	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3170244	ENA_SAMN04485904	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Blood	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3228479	ENA_SAMN04555295	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	STERILE BODY SITE	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3223554	ENA_SAMN04549304	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3228539	ENA_SAMN04555485	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3225231	ENA_SAMN04550106	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3223170	ENA_SAMN04547097	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3242039	ENA_SAMN04568508	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	STERILE BODY SITE	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3223911	ENA_SAMN04549498	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3226989	ENA_SAMN04555175	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3216437	ENA_SAMN04515407	0.981	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	RESPIRATORY	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3197590	ENA_SAMN04525190	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Sterile Body Site	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3222487	ENA_SAMN04546719	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3146383	ENA_SAMN04457327	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Respiratory	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3137571	ENA_SAMN04450957	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Wound	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3217328	ENA_SAMN04515402	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	BLOOD	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3225059	ENA_SAMN04550093	0.981	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3137567	ENA_SAMN04450953	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Blood	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3227048	ENA_SAMN04555234	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3146381	ENA_SAMN04457325	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3227005	ENA_SAMN04555191	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3218397	ENA_SAMN04545405	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3133089	ENA_SAMN04447704	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	MicroScan	CLSI	2013	NA	Blood	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3131225	ENA_SAMN04446546	0.981	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	MicroScan	CLSI	2013	NA	Wound	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3133092	ENA_SAMN04447707	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	MicroScan	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3133100	ENA_SAMN04447715	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	VITEK 2	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3223562	ENA_SAMN04549312	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3224808	ENA_SAMN04549840	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3223919	ENA_SAMN04549506	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	STERILE BODY SITE	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3222489	ENA_SAMN04546721	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3170260	ENA_SAMN04487141	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	NA	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3159147	ENA_SAMN04482432	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	MicroScan	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3223552	ENA_SAMN04549302	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	RESPIRATORY	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3112206	ENA_SAMN04432983	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	NA	Sensititre GNX2F	CLSI	2013	28893775	groin/axilla	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3223915	ENA_SAMN04549502	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	STERILE BODY FLUID	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3133096	ENA_SAMN04447711	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	VITEK 2	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3131146	ENA_SAMN04446440	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	MicroScan	CLSI	2013	NA	Tissue	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3131146	ENA_SAMN04446440	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Tissue	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3133097	ENA_SAMN04447712	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	VITEK 2	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3152492	ENA_SAMN04480650	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	MicroScan	CLSI	2013	NA	Respiratory	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3228564	ENA_SAMN04555510	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3197606	ENA_SAMN04525205	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3223560	ENA_SAMN04549310	0.982	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3225248	ENA_SAMN04550122	0.984	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3223167	ENA_SAMN04547094	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	WOUND	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
Acinetobacter	baumannii	SRR3146382	ENA_SAMN04457326	0.983	Acinetobacter	Intermediate	CAZ	NA	16	mg/L	Broth dilution	BD Phoenix	CLSI	2013	NA	Surveillance	USA	NA	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Matched_NCBI_Antibiogram	Good_sources
