genus	species	scientific_name_new	accession	genome	phenotype	antibiotic	measurement_value	ani	new_genus	recategorized_mic	phenotype_assigned
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170591	ENA_SAMN04488272	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR2075896	ENA_SAMN03576446	Resistant	CAZ	256	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR2075903	ENA_SAMN03577725	Resistant	CAZ	256	0.98	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR5445925	ENA_SAMN06754729	Resistant	CAZ	64	0.984	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR654213	ENA_SAMN01828141	Resistant	CAZ	256	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170740	ENA_SAMN04491042	Resistant	CAZ	64	0.984	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3503038	ENA_SAMN04993350	Resistant	CAZ	32	0.983	Acinetobacter	32	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131228	NA	Resistant	CAZ	64	NA	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR6703158	ENA_SAMN04014904	Resistant	CAZ	128	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR2075877	ENA_SAMN03575972	Resistant	CAZ	256	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR5862475	ENA_SAMN07410709	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137583	ENA_SAMN04450969	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR4417570	ENA_SAMN04901664	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170590	NA	Resistant	CAZ	64	NA	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137579	ENA_SAMN04450965	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3503836	ENA_SAMN04993422	Resistant	CAZ	32	0.983	Acinetobacter	32	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR4417572	ENA_SAMN04901674	Resistant	CAZ	32	0.982	Acinetobacter	32	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170231	NA	Resistant	CAZ	64	NA	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170770	ENA_SAMN04491435	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170240	ENA_SAMN04485918	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3133086	ENA_SAMN04447701	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR2075882	ENA_SAMN03576361	Resistant	CAZ	256	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR2075890	ENA_SAMN03576366	Resistant	CAZ	256	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131163	ENA_SAMN04446457	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3503903	ENA_SAMN04993434	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR2916656	ENA_SAMN04254727	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR2916634	ENA_SAMN04254729	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR4417603	ENA_SAMN04901698	Resistant	CAZ	128	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR4417594	ENA_SAMN04901691	Resistant	CAZ	128	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3503909	ENA_SAMN04993438	Resistant	CAZ	32	0.983	Acinetobacter	32	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR2911724	ENA_SAMN04229826	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR2075887	ENA_SAMN03576365	Resistant	CAZ	256	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3152504	ENA_SAMN04480662	Resistant	CAZ	64	0.981	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3503615	ENA_SAMN04993384	Resistant	CAZ	32	0.983	Acinetobacter	32	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170739	ENA_SAMN04491041	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR6799416	ENA_SAMN04014897	Resistant	CAZ	128	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR4417593	ENA_SAMN04901690	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3666035	ENA_SAMN04014886	Resistant	CAZ	128	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137585	ENA_SAMN04450971	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170602	ENA_SAMN04488283	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137588	ENA_SAMN04450974	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170230	ENA_SAMN04485908	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170773	ENA_SAMN04491438	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170593	ENA_SAMN04488274	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131157	ENA_SAMN04446451	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3152507	ENA_SAMN04480665	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR5891499	ENA_SAMN07445116	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3504013	ENA_SAMN04993451	Resistant	CAZ	32	0.983	Acinetobacter	32	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3503913	ENA_SAMN04993444	Resistant	CAZ	64	0.984	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170601	ENA_SAMN04488282	Resistant	CAZ	64	0.984	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR4417599	ENA_SAMN04901694	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170733	ENA_SAMN04491035	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3503822	ENA_SAMN04993417	Resistant	CAZ	32	0.984	Acinetobacter	32	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR2075898	ENA_SAMN03576449	Resistant	CAZ	256	0.981	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3502988	ENA_SAMN04993337	Resistant	CAZ	32	0.984	Acinetobacter	32	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170609	ENA_SAMN04488290	Resistant	CAZ	64	0.981	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170606	ENA_SAMN04488287	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR2075902	ENA_SAMN03576512	Resistant	CAZ	256	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3503028	ENA_SAMN04993341	Resistant	CAZ	32	0.984	Acinetobacter	32	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131158	ENA_SAMN04446452	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR4417613	ENA_SAMN04901671	Resistant	CAZ	128	0.984	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131130	ENA_SAMN04446436	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR721211	ENA_SAMN01828175	Resistant	CAZ	256	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3503910	ENA_SAMN04993440	Resistant	CAZ	64	0.984	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131173	ENA_SAMN04446467	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131165	ENA_SAMN04446459	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170772	ENA_SAMN04491437	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3503476	ENA_SAMN04993377	Resistant	CAZ	32	0.984	Acinetobacter	32	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137580	ENA_SAMN04450966	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3504095	BVBRC_470.2300	Resistant	CAZ	32	0.984	Acinetobacter	32	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170604	ENA_SAMN04488285	Resistant	CAZ	64	0.981	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131240	ENA_SAMN04446535	Resistant	CAZ	64	0.982	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR4417577	ENA_SAMN04901678	Resistant	CAZ	64	0.983	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170235	ENA_SAMN04485913	Resistant	CAZ	64	0.984	Acinetobacter	64	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3159163	ENA_SAMN04482448	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3242044	ENA_SAMN04568513	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3133091	ENA_SAMN04447706	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3197608	ENA_SAMN04525207	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170773	ENA_SAMN04491438	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3227004	ENA_SAMN04555190	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170266	ENA_SAMN04487147	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3133093	ENA_SAMN04447708	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3151890	ENA_SAMN04479997	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR2916633	ENA_SAMN04254728	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3197607	ENA_SAMN04525206	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3159162	ENA_SAMN04482447	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3227002	ENA_SAMN04555188	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131148	ENA_SAMN04446442	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3217407	ENA_SAMN04515809	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223173	ENA_SAMN04547100	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170738	ENA_SAMN04491040	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223472	ENA_SAMN04549262	Intermediate	CAZ	16	0.981	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170264	ENA_SAMN04487145	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR2911739	ENA_SAMN04229824	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3133101	ENA_SAMN04447716	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170588	ENA_SAMN04488269	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3159153	ENA_SAMN04482438	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3224233	ENA_SAMN04549552	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3224984	ENA_SAMN04549866	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3228563	ENA_SAMN04555509	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3225003	ENA_SAMN04549885	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223558	ENA_SAMN04549308	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170592	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131149	ENA_SAMN04446443	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3217399	ENA_SAMN04515801	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3224803	ENA_SAMN04549834	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3227008	ENA_SAMN04555194	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3228575	ENA_SAMN04555521	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170608	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3159169	ENA_SAMN04482454	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3197595	ENA_SAMN04525195	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170597	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170244	ENA_SAMN04485904	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3228479	ENA_SAMN04555295	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137588	ENA_SAMN04450974	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223554	ENA_SAMN04549304	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3228539	ENA_SAMN04555485	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3225231	ENA_SAMN04550106	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137587	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223170	ENA_SAMN04547097	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3242039	ENA_SAMN04568508	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223911	ENA_SAMN04549498	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3226989	ENA_SAMN04555175	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3159163	ENA_SAMN04482448	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3216437	ENA_SAMN04515407	Intermediate	CAZ	16	0.981	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3197590	ENA_SAMN04525190	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3222487	ENA_SAMN04546719	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170609	ENA_SAMN04488290	Intermediate	CAZ	16	0.981	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3146383	ENA_SAMN04457327	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137571	ENA_SAMN04450957	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3217328	ENA_SAMN04515402	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170596	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3225059	ENA_SAMN04550093	Intermediate	CAZ	16	0.981	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137567	ENA_SAMN04450953	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3227048	ENA_SAMN04555234	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3146381	ENA_SAMN04457325	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131226	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3227005	ENA_SAMN04555191	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131220	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3218397	ENA_SAMN04545405	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3133089	ENA_SAMN04447704	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131225	ENA_SAMN04446546	Intermediate	CAZ	16	0.981	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170735	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3133092	ENA_SAMN04447707	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170243	ENA_SAMN04485903	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3133100	ENA_SAMN04447715	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223562	ENA_SAMN04549312	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3224808	ENA_SAMN04549840	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223919	ENA_SAMN04549506	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3222489	ENA_SAMN04546721	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170260	ENA_SAMN04487141	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3159147	ENA_SAMN04482432	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223552	ENA_SAMN04549302	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3112206	ENA_SAMN04432983	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223915	ENA_SAMN04549502	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3133096	ENA_SAMN04447711	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131146	ENA_SAMN04446440	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3133097	ENA_SAMN04447712	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170777	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3152492	ENA_SAMN04480650	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131228	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3228564	ENA_SAMN04555510	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3133093	ENA_SAMN04447708	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170593	ENA_SAMN04488274	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137589	ENA_SAMN04450975	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170736	ENA_SAMN04491038	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170590	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3197606	ENA_SAMN04525205	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131165	ENA_SAMN04446459	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223560	ENA_SAMN04549310	Intermediate	CAZ	16	0.982	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3225248	ENA_SAMN04550122	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3159162	ENA_SAMN04482447	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223167	ENA_SAMN04547094	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3146382	ENA_SAMN04457326	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR1819800	ENA_SAMN03277092	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3137581	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170229	ENA_SAMN04485907	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170231	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131210	ENA_SAMN04446472	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131155	ENA_SAMN04446449	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223485	ENA_SAMN04549275	Intermediate	CAZ	16	0.984	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223912	ENA_SAMN04549499	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3131234	NA	Intermediate	CAZ	16	NA	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3170772	ENA_SAMN04491437	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3159160	ENA_SAMN04482445	Intermediate	CAZ	16	0.983	Acinetobacter	16	Resistant
Acinetobacter	baumannii	Acinetobacter baumannii	SRR3223920	ENA_SAMN04549507	Intermediate	CAZ	16	0.981	Acinetobacter	16	Resistant
